"type.name","team.name","player.name","duration","possession_team.name","location.x","location.y","shot.statsbomb_xg","pass.length","pass.angle","pass.cross","pass.switch","pass.end_location.x","pass.end_location.y","pass.recipient.name","pass.outcome.name","carry.end_location.x","carry.end_location.y"
"Pass","Málaga","Alexis Ruano Delgado",2.7851,"Málaga",56.2,23.5,NA,16.68832,0.7769238,NA,NA,68.1,11.8,"Juan Antonio Rodríguez Villamuela",NA,NA,NA
"Ball Receipt*","Málaga","Juan Antonio Rodríguez Villamuela",NA,"Málaga",68.1,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Málaga","Juan Antonio Rodríguez Villamuela",0.04,"Málaga",68.1,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.8,7
"Pass","Málaga","Juan Antonio Rodríguez Villamuela",0.9268,"Málaga",69.8,7,NA,9.090654,0.69192135,NA,NA,76.8,1.2,"Antonio Manuel Sánchez Gómez",NA,NA,NA
"Pressure","Barcelona","Xavier Hernández Creus",0.711353,"Málaga",42.7,77.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ball Receipt*","Málaga","Antonio Manuel Sánchez Gómez",NA,"Málaga",76.8,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Málaga","Antonio Manuel Sánchez Gómez",0.8844,"Málaga",76.8,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,1
"Pass","Málaga","Antonio Manuel Sánchez Gómez",1.6947,"Málaga",74,1,NA,8.702298,-3.1186082,NA,NA,65.3,1.2,"Miguel Ángel Lozano Ayala",NA,NA,NA
"Pressure","Barcelona","Xavier Hernández Creus",0.667544,"Málaga",51.8,75.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ball Receipt*","Málaga","Miguel Ángel Lozano Ayala",NA,"Málaga",65.3,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Málaga","Miguel Ángel Lozano Ayala",0.8031,"Málaga",64.7,1.3,NA,8.609298,-1.6172744,NA,NA,64.3,9.90000000000001,"Juan Antonio Rodríguez Villamuela",NA,NA,NA
"Ball Receipt*","Málaga","Juan Antonio Rodríguez Villamuela",NA,"Málaga",64.3,9.90000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Málaga","Juan Antonio Rodríguez Villamuela",0.494679,"Málaga",64.3,9.90000000000001,NA,8.856636,1.127348,NA,NA,68.1,1.90000000000001,"Miguel Ángel Lozano Ayala",NA,NA,NA
"Ball Receipt*","Málaga","Miguel Ángel Lozano Ayala",NA,"Málaga",68.1,1.90000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miscontrol","Málaga","Miguel Ángel Lozano Ayala",0,"Málaga",68.1,1.90000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Barcelona","Giovanni van Bronckhorst",1.363739,"Barcelona",44.4,79,NA,13.155227,1.2538534,NA,NA,48.5,66.5,"Rafael Márquez Álvarez",NA,NA,NA
"Ball Receipt*","Barcelona","Rafael Márquez Álvarez",NA,"Barcelona",48.5,66.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Rafael Márquez Álvarez",0.461656,"Barcelona",48.5,66.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.4,67.4
"Pass","Barcelona","Rafael Márquez Álvarez",2.160196,"Barcelona",47.4,67.4,NA,21.693317,1.8896314,NA,NA,40.6,46.8,"Carles Puyol i Saforcada",NA,NA,NA
"Ball Receipt*","Barcelona","Carles Puyol i Saforcada",NA,"Barcelona",40.6,46.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Carles Puyol i Saforcada",1.533509,"Barcelona",40.6,46.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.5,39.6
"Pass","Barcelona","Carles Puyol i Saforcada",2.21654,"Barcelona",39.5,39.6,NA,38.421997,1.2449306,NA,NA,51.8,3.2,"Juliano Haus Belletti",NA,NA,NA
"Ball Receipt*","Barcelona","Juliano Haus Belletti",NA,"Barcelona",51.8,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Juliano Haus Belletti",3.98906,"Barcelona",51.8,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.4,2.90000000000001
"Pass","Barcelona","Juliano Haus Belletti",2.822729,"Barcelona",55.4,2.90000000000001,NA,47.763165,-0.46926552,NA,NA,98,24.5,"Samuel Eto""o Fils",NA,NA,NA
"Ball Receipt*","Barcelona","Samuel Eto""o Fils",NA,"Barcelona",98,24.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Samuel Eto""o Fils",4.517452,"Barcelona",98,24.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.7,22.2
"Pressure","Málaga","Carlos Manuel de Oliveira Magalhães",1.0382,"Barcelona",12.8,54.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Barcelona","Samuel Eto""o Fils",1.364319,"Barcelona",112.7,22.2,NA,22.610617,-1.8393757,TRUE,NA,106.7,44,"Xavier Hernández Creus",NA,NA,NA
"Ball Receipt*","Barcelona","Xavier Hernández Creus",NA,"Barcelona",106.7,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Xavier Hernández Creus",0.351975,"Barcelona",106.7,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.7,44
"Miscontrol","Barcelona","Xavier Hernández Creus",0,"Barcelona",106.7,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ball Recovery","Barcelona","Ronaldo de Assis Moreira",0,"Barcelona",117.1,76.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Ronaldo de Assis Moreira",4.59367,"Barcelona",117.1,76.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.1,65.1
"Pressure","Málaga","Antonio Manuel Sánchez Gómez",2.1871,"Barcelona",7.3,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Barcelona","Ronaldo de Assis Moreira",2.898725,"Barcelona",111.1,65.1,NA,47.58361,1.3890631,TRUE,TRUE,119.7,18.3,"Samuel Eto""o Fils","Out",NA,NA
"Ball Receipt*","Barcelona","Samuel Eto""o Fils",NA,"Barcelona",113.2,39.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Málaga","Juan Jesús Calatayud Sánchez",0.040349,"Málaga",7,43,NA,67.56249,-0.12912823,NA,NA,74,51.7,NA,"Incomplete",NA,NA
"Clearance","Barcelona","Carles Puyol i Saforcada",0,"Málaga",47,27.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Málaga","Raúl Iznata Zabala",2.007,"Málaga",65.6,79,NA,23.024336,0.19228487,NA,NA,88.2,74.6,"Edgar Patricio De Carvalho Pacheco","Incomplete",NA,NA
"Ball Receipt*","Málaga","Edgar Patricio De Carvalho Pacheco",NA,"Málaga",86.3,75.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Duel","Málaga","Edgar Patricio De Carvalho Pacheco",0,"Málaga",88.2,74.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clearance","Barcelona","Rafael Márquez Álvarez",0,"Málaga",32.8,4.40000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Málaga","Raúl Iznata Zabala",1.100774,"Málaga",78.5,79,NA,20.506096,0.9029098,NA,NA,91.2,62.9,"Edgar Patricio De Carvalho Pacheco",NA,NA,NA
"Ball Receipt*","Málaga","Edgar Patricio De Carvalho Pacheco",NA,"Málaga",91.2,62.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Málaga","Edgar Patricio De Carvalho Pacheco",0.684298,"Málaga",91.2,62.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.6,63.1
"Miscontrol","Málaga","Edgar Patricio De Carvalho Pacheco",0,"Málaga",87.6,63.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ball Recovery","Barcelona","Andrés Iniesta Luján",0,"Málaga",38.3,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Andrés Iniesta Luján",2.448564,"Málaga",38.3,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,17.8
"Pass","Barcelona","Andrés Iniesta Luján",1.5214,"Málaga",40,17.8,NA,20.36664,-0.7715102,NA,NA,54.6,32,"Samuel Eto""o Fils","Incomplete",NA,NA
"Ball Receipt*","Barcelona","Samuel Eto""o Fils",NA,"Málaga",55.7,30.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Interception","Málaga","Juan Jesús Gutiérrez Robles",0,"Málaga",66.4,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Málaga","Juan Jesús Gutiérrez Robles",0.648915,"Málaga",66.4,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.8,47.7
"Dispossessed","Málaga","Juan Jesús Gutiérrez Robles",0,"Málaga",66.8,47.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Duel","Barcelona","Samuel Eto""o Fils",0,"Málaga",54.2,31.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Samuel Eto""o Fils",0.419885,"Málaga",54.2,31.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.7,30.7
"Pass","Barcelona","Samuel Eto""o Fils",0.666698,"Málaga",55.7,30.7,NA,5.178803,1.7454685,NA,NA,54.8,25.6,"Andrés Iniesta Luján",NA,NA,NA
"Ball Receipt*","Barcelona","Andrés Iniesta Luján",NA,"Málaga",54.8,25.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Andrés Iniesta Luján",2.080191,"Málaga",54.8,25.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.7,29
"Miscontrol","Barcelona","Andrés Iniesta Luján",0,"Málaga",70.7,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Málaga","Fernando Sanz Durán",1.146741,"Málaga",41.2,50.4,NA,15.132746,-0.79474366,NA,NA,51.8,61.2,"Edgar Patricio De Carvalho Pacheco",NA,NA,NA
"Ball Receipt*","Málaga","Edgar Patricio De Carvalho Pacheco",NA,"Málaga",51.8,61.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Málaga","Edgar Patricio De Carvalho Pacheco",1.2443,"Málaga",51.8,61.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.8,61.7
"Pass","Málaga","Edgar Patricio De Carvalho Pacheco",0.943147,"Málaga",52.8,61.7,NA,2.8071337,1.4994888,NA,NA,53,58.9,NA,"Incomplete",NA,NA
"Ball Recovery","Barcelona","Samuel Eto""o Fils",0,"Barcelona",68,20.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Samuel Eto""o Fils",2.272953,"Barcelona",68,20.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.7,23.3
"Pass","Barcelona","Samuel Eto""o Fils",1.226521,"Barcelona",84.7,23.3,NA,13.705838,-1.0516502,NA,NA,91.5,35.2,"Andrés Iniesta Luján",NA,NA,NA
"Ball Receipt*","Barcelona","Andrés Iniesta Luján",NA,"Barcelona",91.5,35.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Andrés Iniesta Luján",0.83572,"Barcelona",91.5,35.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.5,36
"Pass","Barcelona","Andrés Iniesta Luján",1.140994,"Barcelona",92.5,36,NA,13.829317,0.42483217,NA,NA,105.1,30.3,"Samuel Eto""o Fils","Pass Offside",NA,NA
"Ball Receipt*","Barcelona","Samuel Eto""o Fils",NA,"Barcelona",105.1,30.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Málaga","Juan Jesús Calatayud Sánchez",2.729136,"Málaga",20,48.3,NA,58.67282,0.07677189,NA,NA,78.5,43.8,NA,"Incomplete",NA,NA
"Clearance","Barcelona","Rafael Márquez Álvarez",0,"Málaga",42.5,35.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Barcelona","Andrés Iniesta Luján",0.518727,"Barcelona",56.9,27.9,NA,7.6850505,-2.5788555,NA,NA,50.4,32,"Anderson Luís de Souza",NA,NA,NA
"Ball Receipt*","Barcelona","Anderson Luís de Souza",NA,"Barcelona",50.4,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Anderson Luís de Souza",0.044173002,"Barcelona",50.4,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.2,32
"Pass","Barcelona","Anderson Luís de Souza",0.700454,"Barcelona",50.2,32,NA,9.220087,0.9316336,NA,NA,55.7,24.6,"Andrés Iniesta Luján",NA,NA,NA
"Ball Receipt*","Barcelona","Andrés Iniesta Luján",NA,"Barcelona",55.7,24.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Andrés Iniesta Luján",0.983469,"Barcelona",55.7,24.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.7,24.3
"Pressure","Málaga","Miguel Ángel Lozano Ayala",0.8292,"Barcelona",66.8,52.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dribbled Past","Málaga","Miguel Ángel Lozano Ayala",0,"Barcelona",67.3,54.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dribble","Barcelona","Andrés Iniesta Luján",0,"Barcelona",53.7,24.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Andrés Iniesta Luján",2.546665,"Barcelona",53.7,24.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.2,22.7
"Pressure","Málaga","Juan Antonio Rodríguez Villamuela",2.178,"Barcelona",74.4,51.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Foul Committed","Málaga","Juan Antonio Rodríguez Villamuela",0,"Barcelona",73.8,56.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Foul Won","Barcelona","Andrés Iniesta Luján",0,"Barcelona",47.2,22.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Andrés Iniesta Luján",1.456624,"Barcelona",47.2,22.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.2,20.5
"Pass","Barcelona","Andrés Iniesta Luján",0.403409,"Barcelona",54.2,20.5,NA,10.29563,-1.1505996,NA,NA,58.4,29.9,"Anderson Luís de Souza",NA,NA,NA
"Ball Receipt*","Barcelona","Anderson Luís de Souza",NA,"Barcelona",58.4,29.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Anderson Luís de Souza",0.9755,"Barcelona",58.4,29.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.7,31.5
"Foul Committed","Málaga","Juan Jesús Gutiérrez Robles",0,"Barcelona",61.3,47.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Foul Won","Barcelona","Anderson Luís de Souza",0,"Barcelona",59.7,31.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Barcelona","Rafael Márquez Álvarez",2.9001,"Barcelona",59.9,35.8,NA,15.861904,-1.9723768,NA,NA,53.7,50.4,"Oleguer Presas Renom",NA,NA,NA
"Ball Receipt*","Barcelona","Oleguer Presas Renom",NA,"Barcelona",53.7,50.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Barcelona","Oleguer Presas Renom",0.923736,"Barcelona",52.7,53.4,NA,11.987077,1.2305782,NA,NA,56.7,42.1,"Rafael Márquez Álvarez",NA,NA,NA
"Ball Receipt*","Barcelona","Rafael Márquez Álvarez",NA,"Barcelona",56.7,42.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Rafael Márquez Álvarez",1.421964,"Barcelona",56.7,42.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.4,36.9
"Pass","Barcelona","Rafael Márquez Álvarez",1.578548,"Barcelona",58.4,36.9,NA,11.6456,1.2110206,NA,NA,62.5,26,"Carles Puyol i Saforcada",NA,NA,NA
"Ball Receipt*","Barcelona","Carles Puyol i Saforcada",NA,"Barcelona",62.5,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Carles Puyol i Saforcada",1.236852,"Barcelona",62.5,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.8,24.8
"Pass","Barcelona","Carles Puyol i Saforcada",1.008608,"Barcelona",64.8,24.8,NA,23.603813,-0.598578,NA,NA,84.3,38.1,"Samuel Eto""o Fils",NA,NA,NA
"Ball Receipt*","Barcelona","Samuel Eto""o Fils",NA,"Barcelona",84.3,38.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Samuel Eto""o Fils",0.119992,"Barcelona",84.3,38.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9,39.2
"Pass","Barcelona","Samuel Eto""o Fils",1.1317,"Barcelona",83.9,39.2,NA,14.32236,0.90914077,NA,NA,92.7,27.9,"Anderson Luís de Souza","Incomplete",NA,NA
"Ball Receipt*","Barcelona","Anderson Luís de Souza",NA,"Barcelona",89.1,25.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clearance","Málaga","Raúl Iznata Zabala",0,"Barcelona",28.3,51.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ball Recovery","Barcelona","Oleguer Presas Renom",0,"Barcelona",48.3,37.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Barcelona","Oleguer Presas Renom",2.371116,"Barcelona",41.7,37.9,NA,27.522354,2.988391,NA,NA,14.5,33.7,"Víctor Valdés Arribas",NA,NA,NA
"Ball Receipt*","Barcelona","Víctor Valdés Arribas",NA,"Barcelona",14.5,33.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Barcelona","Víctor Valdés Arribas",2.252001,"Barcelona",14.6,35.8,NA,46.277424,-0.3901369,NA,NA,57.4,53.4,"Xavier Hernández Creus",NA,NA,NA
"Ball Receipt*","Barcelona","Xavier Hernández Creus",NA,"Barcelona",57.4,53.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pressure","Málaga","Márcio Amoroso dos Santos",0.5147,"Barcelona",60,30.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Barcelona","Xavier Hernández Creus",1.958018,"Barcelona",64.3,51.9,NA,25.305532,0.85531205,NA,NA,80.9,32.8,"Anderson Luís de Souza",NA,NA,NA
"Ball Receipt*","Barcelona","Anderson Luís de Souza",NA,"Barcelona",80.9,32.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Anderson Luís de Souza",0.079982,"Barcelona",80.9,32.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.9,31.6
"Pass","Barcelona","Anderson Luís de Souza",1.3189,"Barcelona",80.9,31.6,NA,6.0827627,-0.76214653,NA,NA,85.3,35.8,"Samuel Eto""o Fils","Incomplete",NA,NA
"Ball Receipt*","Barcelona","Samuel Eto""o Fils",NA,"Barcelona",82.8,41.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clearance","Málaga","Fernando Sanz Durán",0,"Barcelona",35.7,43.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ball Recovery","Barcelona","Carles Puyol i Saforcada",0,"Barcelona",55.7,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Carles Puyol i Saforcada",1.801835,"Barcelona",55.7,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.4,27.7
"Pass","Barcelona","Carles Puyol i Saforcada",0.964196,"Barcelona",55.4,27.7,NA,8.523497,-0.38486364,NA,NA,63.3,30.9,"Rafael Márquez Álvarez",NA,NA,NA
"Ball Receipt*","Barcelona","Rafael Márquez Álvarez",NA,"Barcelona",63.3,30.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Rafael Márquez Álvarez",1.745561,"Barcelona",63.3,30.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.6,31.1
"Pass","Barcelona","Rafael Márquez Álvarez",4.181358,"Barcelona",65.6,31.1,NA,63.70565,-0.85093266,NA,TRUE,107.6,79,"Ronaldo de Assis Moreira","Out",NA,NA
"Ball Receipt*","Barcelona","Ronaldo de Assis Moreira",NA,"Barcelona",105.1,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Málaga","Alexis Ruano Delgado",2.5532,"Málaga",13.8,0,NA,19.669773,-0.31531978,NA,NA,32.5,6.09999999999999,"Márcio Amoroso dos Santos",NA,NA,NA
"Ball Receipt*","Málaga","Márcio Amoroso dos Santos",NA,"Málaga",32.5,6.09999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miscontrol","Málaga","Márcio Amoroso dos Santos",0,"Málaga",49.6,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ball Recovery","Barcelona","Oleguer Presas Renom",0,"Barcelona",47.4,76.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Barcelona","Oleguer Presas Renom",1.528989,"Barcelona",45.9,76.9,NA,24.328789,1.6737369,NA,NA,43.4,52.7,"Carles Puyol i Saforcada",NA,NA,NA
"Ball Receipt*","Barcelona","Carles Puyol i Saforcada",NA,"Barcelona",43.4,52.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Carles Puyol i Saforcada",1.393882,"Barcelona",43.4,52.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.7,54.2
"Pass","Barcelona","Carles Puyol i Saforcada",0.899794,"Barcelona",42.7,54.2,NA,11.148542,-0.4154921,NA,NA,52.9,58.7,"Xavier Hernández Creus",NA,NA,NA
"Ball Receipt*","Barcelona","Xavier Hernández Creus",NA,"Barcelona",52.9,58.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Xavier Hernández Creus",1.773111,"Barcelona",52.9,58.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.6,51.1
"Pass","Barcelona","Xavier Hernández Creus",1.304752,"Barcelona",54.6,51.1,NA,23.352943,1.0803353,NA,NA,65.6,30.5,"Anderson Luís de Souza",NA,NA,NA
"Ball Receipt*","Barcelona","Anderson Luís de Souza",NA,"Barcelona",65.6,30.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Anderson Luís de Souza",1.212072,"Barcelona",65.6,30.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.1,29.9
"Pass","Barcelona","Anderson Luís de Souza",0.5561,"Barcelona",67.1,29.9,NA,5.6044626,1.2998495,NA,NA,68.6,24.5,"Juliano Haus Belletti","Incomplete",NA,NA
"Ball Receipt*","Barcelona","Juliano Haus Belletti",NA,"Barcelona",64.3,4.59999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Block","Málaga","Edgar Patricio De Carvalho Pacheco",0,"Barcelona",52.4,54.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Málaga","Miguel Ángel Lozano Ayala",0.887434,"Barcelona",43.1,52.7,NA,12.300406,-2.0162642,NA,NA,37.8,63.8,"Raúl Iznata Zabala","Incomplete",NA,NA
"Ball Receipt*","Málaga","Raúl Iznata Zabala",NA,"Barcelona",35.4,57.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ball Recovery","Barcelona","Andrés Iniesta Luján",0,"Barcelona",83.2,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Andrés Iniesta Luján",0.531217,"Barcelona",83.2,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.7,16.9
"Dribbled Past","Málaga","Raúl Iznata Zabala",0,"Barcelona",39.3,62.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dribble","Barcelona","Andrés Iniesta Luján",0,"Barcelona",81.7,16.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clearance","Málaga","Fernando Sanz Durán",0,"Barcelona",28.5,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ball Recovery","Barcelona","Oleguer Presas Renom",0,"Barcelona",47.4,38.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Oleguer Presas Renom",0.943917,"Barcelona",47.4,38.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8,37.9
"Pass","Barcelona","Oleguer Presas Renom",2.343104,"Barcelona",44.8,37.9,NA,28.121523,3.1024668,NA,NA,16.7,36.8,"Víctor Valdés Arribas",NA,NA,NA
"Ball Receipt*","Barcelona","Víctor Valdés Arribas",NA,"Barcelona",16.7,36.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Víctor Valdés Arribas",0.039966,"Barcelona",16.7,36.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,36.9
"Pass","Barcelona","Víctor Valdés Arribas",1.512481,"Barcelona",15,36.9,NA,19.658077,0.7925923,NA,NA,28.8,22.9,"Carles Puyol i Saforcada",NA,NA,NA
"Ball Receipt*","Barcelona","Carles Puyol i Saforcada",NA,"Barcelona",28.8,22.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Carles Puyol i Saforcada",1.524619,"Barcelona",28.8,22.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.8,25.6
"Pass","Barcelona","Carles Puyol i Saforcada",2.248197,"Barcelona",25.8,25.6,NA,37.716045,-1.3161716,NA,NA,35.3,62.1,"Oleguer Presas Renom",NA,NA,NA
"Ball Receipt*","Barcelona","Oleguer Presas Renom",NA,"Barcelona",35.3,62.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Oleguer Presas Renom",1.172403,"Barcelona",35.3,62.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.3,59.1
"Pass","Barcelona","Oleguer Presas Renom",1.152831,"Barcelona",35.3,59.1,NA,21.91552,0.3983011,NA,NA,55.5,50.6,"Rafael Márquez Álvarez",NA,NA,NA
"Ball Receipt*","Barcelona","Rafael Márquez Álvarez",NA,"Barcelona",55.5,50.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Rafael Márquez Álvarez",0.079969004,"Barcelona",55.5,50.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,50.8
"Pass","Barcelona","Rafael Márquez Álvarez",1.750635,"Barcelona",55,50.8,NA,19.06856,-2.4267094,NA,NA,40.6,63.3,"Oleguer Presas Renom",NA,NA,NA
"Ball Receipt*","Barcelona","Oleguer Presas Renom",NA,"Barcelona",40.6,63.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Oleguer Presas Renom",1.552153,"Barcelona",40.6,63.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.8,59.9
